technology,capacity_type,location,year,none,Capacity in kW
natural_gas_storage,power,EL,7,0,0.00
natural_gas_storage,power,EL,8,0,0.00
natural_gas_storage,power,EL,9,0,0.00
natural_gas_storage,power,EL,10,0,0.00
natural_gas_storage,power,EL,11,0,0.00
natural_gas_storage,power,EL,12,0,0.00
natural_gas_storage,power,EL,13,0,0.00
natural_gas_storage,power,EL,14,0,0.00
natural_gas_storage,power,ES,0,12.47032914,12470329.14
natural_gas_storage,power,ES,1,12.47032914,12470329.14
natural_gas_storage,power,ES,2,12.47032914,12470329.14
natural_gas_storage,power,ES,3,12.47032914,12470329.14
natural_gas_storage,power,ES,4,12.47032914,12470329.14
natural_gas_storage,power,ES,5,12.47032914,12470329.14
natural_gas_storage,power,ES,6,12.47032914,12470329.14
natural_gas_storage,power,ES,7,12.47032914,12470329.14
natural_gas_storage,power,ES,8,12.47032914,12470329.14
natural_gas_storage,power,ES,9,12.47032914,12470329.14
natural_gas_storage,power,ES,10,12.47032914,12470329.14
natural_gas_storage,power,ES,11,12.47032914,12470329.14
natural_gas_storage,power,ES,12,12.47032914,12470329.14
natural_gas_storage,power,ES,13,12.47032914,12470329.14
natural_gas_storage,power,ES,14,12.47032914,12470329.14
natural_gas_storage,power,FI,0,0,0.00
natural_gas_storage,power,FI,1,0,0.00
natural_gas_storage,power,FI,2,0,0.00
natural_gas_storage,power,FI,3,0,0.00
natural_gas_storage,power,FI,4,0,0.00
natural_gas_storage,power,FI,5,0,0.00
natural_gas_storage,power,FI,6,0,0.00
natural_gas_storage,power,FI,7,0,0.00
natural_gas_storage,power,FI,8,0,0.00
natural_gas_storage,power,FI,9,0,0.00
natural_gas_storage,power,FI,10,0,0.00
natural_gas_storage,power,FI,11,0,0.00
natural_gas_storage,power,FI,12,0,0.00
natural_gas_storage,power,FI,13,0,0.00
natural_gas_storage,power,FI,14,0,0.00
natural_gas_storage,power,FR,0,143.2729333,143272933.30
natural_gas_storage,power,FR,1,143.2729333,143272933.30
natural_gas_storage,power,FR,2,143.2729333,143272933.30
natural_gas_storage,power,FR,3,143.2729333,143272933.30
natural_gas_storage,power,FR,4,143.2729333,143272933.30
natural_gas_storage,power,FR,5,143.2729333,143272933.30
natural_gas_storage,power,FR,6,143.2729333,143272933.30
natural_gas_storage,power,FR,7,143.2729333,143272933.30
natural_gas_storage,power,FR,8,143.2729333,143272933.30
natural_gas_storage,power,FR,9,143.2729333,143272933.30
natural_gas_storage,power,FR,10,143.2729333,143272933.30
natural_gas_storage,power,FR,11,143.2729333,143272933.30
natural_gas_storage,power,FR,12,143.2729333,143272933.30
natural_gas_storage,power,FR,13,143.2729333,143272933.30
natural_gas_storage,power,FR,14,143.2729333,143272933.30
natural_gas_storage,power,HR,0,3.177260334,3177260.33
natural_gas_storage,power,HR,1,3.177260334,3177260.33
natural_gas_storage,power,HR,2,3.177260334,3177260.33
natural_gas_storage,power,HR,3,3.177260334,3177260.33
natural_gas_storage,power,HR,4,3.177260334,3177260.33
natural_gas_storage,power,HR,5,3.177260334,3177260.33
natural_gas_storage,power,HR,6,3.177260334,3177260.33
natural_gas_storage,power,HR,7,3.177260334,3177260.33
natural_gas_storage,power,HR,8,3.177260334,3177260.33
natural_gas_storage,power,HR,9,3.177260334,3177260.33
natural_gas_storage,power,HR,10,3.177260334,3177260.33
natural_gas_storage,power,HR,11,3.177260334,3177260.33
natural_gas_storage,power,HR,12,3.177260334,3177260.33
natural_gas_storage,power,HR,13,3.177260334,3177260.33
natural_gas_storage,power,HR,14,3.177260334,3177260.33
natural_gas_storage,power,HU,0,34.58640536,34586405.36
natural_gas_storage,power,HU,1,34.58640536,34586405.36
natural_gas_storage,power,HU,2,34.58640536,34586405.36
natural_gas_storage,power,HU,3,34.58640536,34586405.36
natural_gas_storage,power,HU,4,34.58640536,34586405.36
natural_gas_storage,power,HU,5,34.58640536,34586405.36
natural_gas_storage,power,HU,6,34.58640536,34586405.36
natural_gas_storage,power,HU,7,34.58640536,34586405.36
natural_gas_storage,power,HU,8,34.58640536,34586405.36
natural_gas_storage,power,HU,9,34.58640536,34586405.36
natural_gas_storage,power,HU,10,34.58640536,34586405.36
natural_gas_storage,power,HU,11,34.58640536,34586405.36
natural_gas_storage,power,HU,12,34.58640536,34586405.36
natural_gas_storage,power,HU,13,34.58640536,34586405.36
natural_gas_storage,power,HU,14,34.58640536,34586405.36
natural_gas_storage,power,IE,0,0,0.00
natural_gas_storage,power,IE,1,0,0.00
natural_gas_storage,power,IE,2,0,0.00
natural_gas_storage,power,IE,3,0,0.00
natural_gas_storage,power,IE,4,0,0.00
natural_gas_storage,power,IE,5,0,0.00
natural_gas_storage,power,IE,6,0,0.00
natural_gas_storage,power,IE,7,0,0.00
natural_gas_storage,power,IE,8,0,0.00
natural_gas_storage,power,IE,9,0,0.00
natural_gas_storage,power,IE,10,0,0.00
natural_gas_storage,power,IE,11,0,0.00
natural_gas_storage,power,IE,12,0,0.00
natural_gas_storage,power,IE,13,0,0.00
natural_gas_storage,power,IE,14,0,0.00
natural_gas_storage,power,IT,0,264.3253087,264325308.70
natural_gas_storage,power,IT,1,264.3253087,264325308.70
natural_gas_storage,power,IT,2,264.3253087,264325308.70
natural_gas_storage,power,IT,3,264.3253087,264325308.70
natural_gas_storage,power,IT,4,264.3253087,264325308.70
natural_gas_storage,power,IT,5,264.3253087,264325308.70
natural_gas_storage,power,IT,6,264.3253087,264325308.70
natural_gas_storage,power,IT,7,264.3253087,264325308.70
natural_gas_storage,power,IT,8,264.3253087,264325308.70
natural_gas_storage,power,IT,9,264.3253087,264325308.70
natural_gas_storage,power,IT,10,264.3253087,264325308.70
natural_gas_storage,power,IT,11,264.3253087,264325308.70
natural_gas_storage,power,IT,12,264.3253087,264325308.70
natural_gas_storage,power,IT,13,264.3253087,264325308.70
natural_gas_storage,power,IT,14,264.3253087,264325308.70
natural_gas_storage,power,LT,0,0,0.00
natural_gas_storage,power,LT,1,0,0.00
natural_gas_storage,power,LT,2,0,0.00
natural_gas_storage,power,LT,3,0,0.00
natural_gas_storage,power,LT,4,0,0.00
natural_gas_storage,power,LT,5,0,0.00
natural_gas_storage,power,LT,6,0,0.00
natural_gas_storage,power,LT,7,0,0.00
natural_gas_storage,power,LT,8,0,0.00
natural_gas_storage,power,LT,9,0,0.00
natural_gas_storage,power,LT,10,0,0.00
natural_gas_storage,power,LT,11,0,0.00
natural_gas_storage,power,LT,12,0,0.00
natural_gas_storage,power,LT,13,0,0.00
natural_gas_storage,power,LT,14,0,0.00
natural_gas_storage,power,LU,0,0,0.00
natural_gas_storage,power,LU,1,0,0.00
natural_gas_storage,power,LU,2,0,0.00
natural_gas_storage,power,LU,3,0,0.00
natural_gas_storage,power,LU,4,0,0.00
natural_gas_storage,power,LU,5,0,0.00
natural_gas_storage,power,LU,6,0,0.00
natural_gas_storage,power,LU,7,0,0.00
natural_gas_storage,power,LU,8,0,0.00
natural_gas_storage,power,LU,9,0,0.00
natural_gas_storage,power,LU,10,0,0.00
natural_gas_storage,power,LU,11,0,0.00
natural_gas_storage,power,LU,12,0,0.00
natural_gas_storage,power,LU,13,0,0.00
natural_gas_storage,power,LU,14,0,0.00
natural_gas_storage,power,LV,0,0,0.00
natural_gas_storage,power,LV,1,0,0.00
natural_gas_storage,power,LV,2,0,0.00
natural_gas_storage,power,LV,3,0,0.00
natural_gas_storage,power,LV,4,0,0.00
natural_gas_storage,power,LV,5,0,0.00
natural_gas_storage,power,LV,6,0,0.00
natural_gas_storage,power,LV,7,0,0.00
natural_gas_storage,power,LV,8,0,0.00
natural_gas_storage,power,LV,9,0,0.00
natural_gas_storage,power,LV,10,0,0.00
natural_gas_storage,power,LV,11,0,0.00
natural_gas_storage,power,LV,12,0,0.00
natural_gas_storage,power,LV,13,0,0.00
natural_gas_storage,power,LV,14,0,0.00
natural_gas_storage,power,NL,0,72.74309852,72743098.52
natural_gas_storage,power,NL,1,72.74309852,72743098.52
natural_gas_storage,power,NL,2,72.74309852,72743098.52
natural_gas_storage,power,NL,3,72.74309852,72743098.52
natural_gas_storage,power,NL,4,72.74309852,72743098.52
natural_gas_storage,power,NL,5,72.74309852,72743098.52
natural_gas_storage,power,NL,6,72.74309852,72743098.52
natural_gas_storage,power,NL,7,72.74309852,72743098.52
natural_gas_storage,power,NL,8,72.74309852,72743098.52
natural_gas_storage,power,NL,9,72.74309852,72743098.52
natural_gas_storage,power,NL,10,72.74309852,72743098.52
natural_gas_storage,power,NL,11,72.74309852,72743098.52
natural_gas_storage,power,NL,12,72.74309852,72743098.52
natural_gas_storage,power,NL,13,72.74309852,72743098.52
natural_gas_storage,power,NL,14,72.74309852,72743098.52
natural_gas_storage,power,NO,0,0,0.00
natural_gas_storage,power,NO,1,0,0.00
natural_gas_storage,power,NO,2,0,0.00
natural_gas_storage,power,NO,3,0,0.00
natural_gas_storage,power,NO,4,0,0.00
natural_gas_storage,power,NO,5,0,0.00
natural_gas_storage,power,NO,6,0,0.00
natural_gas_storage,power,NO,7,0,0.00
natural_gas_storage,power,NO,8,0,0.00
natural_gas_storage,power,NO,9,0,0.00
natural_gas_storage,power,NO,10,0,0.00
natural_gas_storage,power,NO,11,0,0.00
natural_gas_storage,power,NO,12,0,0.00
natural_gas_storage,power,NO,13,0,0.00
natural_gas_storage,power,NO,14,0,0.00
natural_gas_storage,power,PL,0,34.48717988,34487179.88
natural_gas_storage,power,PL,1,34.48717988,34487179.88
natural_gas_storage,power,PL,2,34.48717988,34487179.88
natural_gas_storage,power,PL,3,34.48717988,34487179.88
natural_gas_storage,power,PL,4,34.48717988,34487179.88
natural_gas_storage,power,PL,5,34.48717988,34487179.88
natural_gas_storage,power,PL,6,34.48717988,34487179.88
natural_gas_storage,power,PL,7,34.48717988,34487179.88
natural_gas_storage,power,PL,8,34.48717988,34487179.88
natural_gas_storage,power,PL,9,34.48717988,34487179.88
natural_gas_storage,power,PL,10,34.48717988,34487179.88
natural_gas_storage,power,PL,11,34.48717988,34487179.88
natural_gas_storage,power,PL,12,34.48717988,34487179.88
natural_gas_storage,power,PL,13,34.48717988,34487179.88
natural_gas_storage,power,PL,14,34.48717988,34487179.88
natural_gas_storage,power,PT,0,3.639264672,3639264.67
natural_gas_storage,power,PT,1,3.639264672,3639264.67
natural_gas_storage,power,PT,2,3.639264672,3639264.67
natural_gas_storage,power,PT,3,3.639264672,3639264.67
natural_gas_storage,power,PT,4,3.639264672,3639264.67
natural_gas_storage,power,PT,5,3.639264672,3639264.67
natural_gas_storage,power,PT,6,3.639264672,3639264.67
natural_gas_storage,power,PT,7,3.639264672,3639264.67
natural_gas_storage,power,PT,8,3.639264672,3639264.67
natural_gas_storage,power,PT,9,3.639264672,3639264.67
natural_gas_storage,power,PT,10,3.639264672,3639264.67
natural_gas_storage,power,PT,11,3.639264672,3639264.67
natural_gas_storage,power,PT,12,3.639264672,3639264.67
natural_gas_storage,power,PT,13,3.639264672,3639264.67
natural_gas_storage,power,PT,14,3.639264672,3639264.67
natural_gas_storage,power,RO,0,18.18721671,18187216.71
natural_gas_storage,power,RO,1,18.18721671,18187216.71
natural_gas_storage,power,RO,2,18.18721671,18187216.71
natural_gas_storage,power,RO,3,18.18721671,18187216.71
natural_gas_storage,power,RO,4,18.18721671,18187216.71
natural_gas_storage,power,RO,5,18.18721671,18187216.71
natural_gas_storage,power,RO,6,18.18721671,18187216.71
natural_gas_storage,power,RO,7,18.18721671,18187216.71
natural_gas_storage,power,RO,8,18.18721671,18187216.71
natural_gas_storage,power,RO,9,18.18721671,18187216.71
natural_gas_storage,power,RO,10,18.18721671,18187216.71
natural_gas_storage,power,RO,11,18.18721671,18187216.71
natural_gas_storage,power,RO,12,18.18721671,18187216.71
natural_gas_storage,power,RO,13,18.18721671,18187216.71
natural_gas_storage,power,RO,14,18.18721671,18187216.71
natural_gas_storage,power,SE,0,3.668113396,3668113.40
natural_gas_storage,power,SE,1,3.668113396,3668113.40
natural_gas_storage,power,SE,2,3.668113396,3668113.40
natural_gas_storage,power,SE,3,3.668113396,3668113.40
natural_gas_storage,power,SE,4,3.668113396,3668113.40
natural_gas_storage,power,SE,5,3.668113396,3668113.40
natural_gas_storage,power,SE,6,3.668113396,3668113.40
natural_gas_storage,power,SE,7,3.668113396,3668113.40
natural_gas_storage,power,SE,8,3.668113396,3668113.40
natural_gas_storage,power,SE,9,3.668113396,3668113.40
natural_gas_storage,power,SE,10,3.668113396,3668113.40
natural_gas_storage,power,SE,11,3.668113396,3668113.40
natural_gas_storage,power,SE,12,3.668113396,3668113.40
natural_gas_storage,power,SE,13,3.668113396,3668113.40
natural_gas_storage,power,SE,14,3.668113396,3668113.40
natural_gas_storage,power,SI,0,0,0.00
natural_gas_storage,power,SI,1,0,0.00
natural_gas_storage,power,SI,2,0,0.00
natural_gas_storage,power,SI,3,0,0.00
natural_gas_storage,power,SI,4,0,0.00
natural_gas_storage,power,SI,5,0,0.00
natural_gas_storage,power,SI,6,0,0.00
natural_gas_storage,power,SI,7,0,0.00
natural_gas_storage,power,SI,8,0,0.00
natural_gas_storage,power,SI,9,0,0.00
natural_gas_storage,power,SI,10,0,0.00
natural_gas_storage,power,SI,11,0,0.00
natural_gas_storage,power,SI,12,0,0.00
natural_gas_storage,power,SI,13,0,0.00
natural_gas_storage,power,SI,14,0,0.00
natural_gas_storage,power,SK,0,32.60016935,32600169.35
natural_gas_storage,power,SK,1,32.60016935,32600169.35
natural_gas_storage,power,SK,2,32.60016935,32600169.35
natural_gas_storage,power,SK,3,32.60016935,32600169.35
natural_gas_storage,power,SK,4,32.60016935,32600169.35
natural_gas_storage,power,SK,5,32.60016935,32600169.35
natural_gas_storage,power,SK,6,32.60016935,32600169.35
natural_gas_storage,power,SK,7,32.60016935,32600169.35
natural_gas_storage,power,SK,8,32.60016935,32600169.35
natural_gas_storage,power,SK,9,32.60016935,32600169.35
natural_gas_storage,power,SK,10,32.60016935,32600169.35
natural_gas_storage,power,SK,11,32.60016935,32600169.35
natural_gas_storage,power,SK,12,32.60016935,32600169.35
natural_gas_storage,power,SK,13,32.60016935,32600169.35
natural_gas_storage,power,SK,14,32.60016935,32600169.35
natural_gas_storage,power,UK,0,52.07616193,52076161.93
natural_gas_storage,power,UK,1,52.07616193,52076161.93
natural_gas_storage,power,UK,2,52.07616193,52076161.93
natural_gas_storage,power,UK,3,52.07616193,52076161.93
natural_gas_storage,power,UK,4,52.07616193,52076161.93
natural_gas_storage,power,UK,5,52.07616193,52076161.93
natural_gas_storage,power,UK,6,52.07616193,52076161.93
natural_gas_storage,power,UK,7,52.07616193,52076161.93
natural_gas_storage,power,UK,8,52.07616193,52076161.93
natural_gas_storage,power,UK,9,52.07616193,52076161.93
natural_gas_storage,power,UK,10,52.07616193,52076161.93
natural_gas_storage,power,UK,11,52.07616193,52076161.93
natural_gas_storage,power,UK,12,52.07616193,52076161.93
natural_gas_storage,power,UK,13,52.07616193,52076161.93
natural_gas_storage,power,UK,14,52.07616193,52076161.93
pumped_hydro,energy,AT,0,110.3290742,110329074.20
pumped_hydro,energy,AT,1,101.6694195,101669419.50
pumped_hydro,energy,AT,2,97.48452356,97484523.56
pumped_hydro,energy,AT,3,97.48452358,97484523.58
pumped_hydro,energy,AT,4,95.31055169,95310551.69
pumped_hydro,energy,AT,5,82.08555595,82085555.95
pumped_hydro,energy,AT,6,66.68658831,66686588.31
pumped_hydro,energy,AT,7,61.45093933,61450939.33
pumped_hydro,energy,AT,8,61.45093936,61450939.36
pumped_hydro,energy,AT,9,54.92902368,54929023.68
pumped_hydro,energy,AT,10,48.40710802,48407108.02
pumped_hydro,energy,AT,11,48.40710809,48407108.09
pumped_hydro,energy,AT,12,48.40710819,48407108.19
pumped_hydro,energy,AT,13,48.40710837,48407108.37
pumped_hydro,energy,AT,14,48.40710895,48407108.95
pumped_hydro,energy,BE,0,5.71,5710000.00
pumped_hydro,energy,BE,1,3.640779833,3640779.83
pumped_hydro,energy,BE,2,3.640779852,3640779.85
pumped_hydro,energy,BE,3,3.640779878,3640779.88
pumped_hydro,energy,BE,4,3.640779911,3640779.91
pumped_hydro,energy,BE,5,0.628623994,628623.99
pumped_hydro,energy,BE,6,0.628624069,628624.07
pumped_hydro,energy,BE,7,3.72E-07,0.37
pumped_hydro,energy,BE,8,5.03E-07,0.50
pumped_hydro,energy,BE,9,6.36E-07,0.64
pumped_hydro,energy,BE,10,7.83E-07,0.78
pumped_hydro,energy,BE,11,9.59E-07,0.96
pumped_hydro,energy,BE,12,1.19E-06,1.19
pumped_hydro,energy,BE,13,1.58E-06,1.58
pumped_hydro,energy,BE,14,2.93E-06,2.93
pumped_hydro,energy,BG,0,25.34488913,25344889.13
pumped_hydro,energy,BG,1,25.34488913,25344889.13
pumped_hydro,energy,BG,2,25.34488913,25344889.13
pumped_hydro,energy,BG,3,25.34488913,25344889.13
pumped_hydro,energy,BG,4,25.34488913,25344889.13
pumped_hydro,energy,BG,5,25.34488913,25344889.13
pumped_hydro,energy,BG,6,25.34488913,25344889.13
pumped_hydro,energy,BG,7,25.34488913,25344889.13
pumped_hydro,energy,BG,8,25.34488913,25344889.13
pumped_hydro,energy,BG,9,25.34488913,25344889.13
pumped_hydro,energy,BG,10,25.34488913,25344889.13
pumped_hydro,energy,BG,11,25.34488913,25344889.13
pumped_hydro,energy,BG,12,25.34488913,25344889.13
pumped_hydro,energy,BG,13,25.34488913,25344889.13
pumped_hydro,energy,BG,14,1.71E-06,1.71
pumped_hydro,energy,CH,0,84.8003102,84800310.20
pumped_hydro,energy,CH,1,83.49624363,83496243.63
pumped_hydro,energy,CH,2,83.49624365,83496243.65
pumped_hydro,energy,CH,3,83.49624366,83496243.66
pumped_hydro,energy,CH,4,82.16561278,82165612.78
pumped_hydro,energy,CH,5,72.70147035,72701470.35
pumped_hydro,energy,CH,6,72.70147037,72701470.37
pumped_hydro,energy,CH,7,63.33151054,63331510.54
pumped_hydro,energy,CH,8,63.33151057,63331510.57
pumped_hydro,energy,CH,9,63.33151061,63331510.61
pumped_hydro,energy,CH,10,63.33151066,63331510.66
pumped_hydro,energy,CH,11,63.27475969,63274759.69
pumped_hydro,energy,CH,12,60.01459334,60014593.34
pumped_hydro,energy,CH,13,59.89384662,59893846.62
pumped_hydro,energy,CH,14,59.89384719,59893847.19
pumped_hydro,energy,CZ,0,2.3,2300000.00
pumped_hydro,energy,CZ,1,2.3,2300000.00
pumped_hydro,energy,CZ,2,2.3,2300000.00
pumped_hydro,energy,CZ,3,2.3,2300000.00
pumped_hydro,energy,CZ,4,2.3,2300000.00
pumped_hydro,energy,CZ,5,1.321982001,1321982.00
pumped_hydro,energy,CZ,6,1.321982024,1321982.02
pumped_hydro,energy,CZ,7,1.321982052,1321982.05
pumped_hydro,energy,CZ,8,1.321982086,1321982.09
pumped_hydro,energy,CZ,9,1.321982129,1321982.13
pumped_hydro,energy,CZ,10,1.321982184,1321982.18
pumped_hydro,energy,CZ,11,1.321982261,1321982.26
pumped_hydro,energy,CZ,12,1.32198238,1321982.38
pumped_hydro,energy,CZ,13,1.321982612,1321982.61
pumped_hydro,energy,CZ,14,2.47E-06,2.47
pumped_hydro,energy,DE,0,26.09204393,26092043.93
pumped_hydro,energy,DE,1,25.28420448,25284204.48
pumped_hydro,energy,DE,2,25.28420449,25284204.49
pumped_hydro,energy,DE,3,21.514287,21514287.00
pumped_hydro,energy,DE,4,13.52370101,13523701.01
pumped_hydro,energy,DE,5,13.52370103,13523701.03
pumped_hydro,energy,DE,6,7.405195195,7405195.20
pumped_hydro,energy,DE,7,7.405195222,7405195.22
pumped_hydro,energy,DE,8,7.124207615,7124207.62
pumped_hydro,energy,DE,9,7.124207655,7124207.66
pumped_hydro,energy,DE,10,7.124207707,7124207.71
pumped_hydro,energy,DE,11,6.158312766,6158312.77
pumped_hydro,energy,DE,12,6.158312869,6158312.87
pumped_hydro,energy,DE,13,6.15831305,6158313.05
pumped_hydro,energy,DE,14,6.158313621,6158313.62
pumped_hydro,energy,DK,0,0,0.00
pumped_hydro,energy,DK,1,0,0.00
pumped_hydro,energy,DK,2,0,0.00
pumped_hydro,energy,DK,3,0,0.00
pumped_hydro,energy,DK,4,0,0.00
pumped_hydro,energy,DK,5,0,0.00
pumped_hydro,energy,DK,6,0,0.00
pumped_hydro,energy,DK,7,0,0.00
pumped_hydro,energy,DK,8,0,0.00
pumped_hydro,energy,DK,9,0,0.00
pumped_hydro,energy,DK,10,0,0.00
pumped_hydro,energy,DK,11,0,0.00
pumped_hydro,energy,DK,12,0,0.00
pumped_hydro,energy,DK,13,0,0.00
pumped_hydro,energy,DK,14,0,0.00
pumped_hydro,energy,EE,0,0,0.00
pumped_hydro,energy,EE,1,0,0.00
pumped_hydro,energy,EE,2,0,0.00
pumped_hydro,energy,EE,3,0,0.00
pumped_hydro,energy,EE,4,0,0.00
pumped_hydro,energy,EE,5,0,0.00
pumped_hydro,energy,EE,6,0,0.00
pumped_hydro,energy,EE,7,0,0.00
pumped_hydro,energy,EE,8,0,0.00
pumped_hydro,energy,EE,9,0,0.00
pumped_hydro,energy,EE,10,0,0.00
pumped_hydro,energy,EE,11,0,0.00
pumped_hydro,energy,EE,12,0,0.00
pumped_hydro,energy,EE,13,0,0.00
pumped_hydro,energy,EE,14,0,0.00
pumped_hydro,energy,EL,0,5.14,5140000.00
pumped_hydro,energy,EL,1,5.14,5140000.00
pumped_hydro,energy,EL,2,5.14,5140000.00
pumped_hydro,energy,EL,3,5.14,5140000.00
pumped_hydro,energy,EL,4,5.14,5140000.00
pumped_hydro,energy,EL,5,5.14,5140000.00
pumped_hydro,energy,EL,6,5.14,5140000.00
pumped_hydro,energy,EL,7,5.14,5140000.00
pumped_hydro,energy,EL,8,5.14,5140000.00
pumped_hydro,energy,EL,9,2.82369103,2823691.03
pumped_hydro,energy,EL,10,2.823691086,2823691.09
pumped_hydro,energy,EL,11,2.823691163,2823691.16
pumped_hydro,energy,EL,12,2.823691281,2823691.28
pumped_hydro,energy,EL,13,2.823691514,2823691.51
pumped_hydro,energy,EL,14,2.44E-06,2.44
pumped_hydro,energy,ES,0,125.7074987,125707498.70
pumped_hydro,energy,ES,1,111.7818805,111781880.50
pumped_hydro,energy,ES,2,111.7818805,111781880.50
pumped_hydro,energy,ES,3,100.7548994,100754899.40
pumped_hydro,energy,ES,4,91.68594797,91685947.97
pumped_hydro,energy,ES,5,77.34487874,77344878.74
pumped_hydro,energy,ES,6,77.34487876,77344878.76
pumped_hydro,energy,ES,7,62.11599918,62115999.18
pumped_hydro,energy,ES,8,58.18003275,58180032.75
pumped_hydro,energy,ES,9,34.44998492,34449984.92
pumped_hydro,energy,ES,10,34.44998499,34449984.99
pumped_hydro,energy,ES,11,1.774755581,1774755.58
pumped_hydro,energy,ES,12,1.77475575,1774755.75
pumped_hydro,energy,ES,13,1.13E-06,1.13
pumped_hydro,energy,ES,14,2.70E-06,2.70
pumped_hydro,energy,FI,0,0,0.00
pumped_hydro,energy,FI,1,0,0.00
pumped_hydro,energy,FI,2,0,0.00
pumped_hydro,energy,FI,3,0,0.00
pumped_hydro,energy,FI,4,0,0.00
pumped_hydro,energy,FI,5,0,0.00
pumped_hydro,energy,FI,6,0,0.00
pumped_hydro,energy,FI,7,0,0.00
pumped_hydro,energy,FI,8,0,0.00
pumped_hydro,energy,FI,9,0,0.00
pumped_hydro,energy,FI,10,0,0.00
pumped_hydro,energy,FI,11,0,0.00
pumped_hydro,energy,FI,12,0,0.00
pumped_hydro,energy,FI,13,0,0.00
pumped_hydro,energy,FI,14,0,0.00
pumped_hydro,energy,FR,0,82.683,82683000.00
pumped_hydro,energy,FR,1,82.683,82683000.00
pumped_hydro,energy,FR,2,82.683,82683000.00
pumped_hydro,energy,FR,3,82.683,82683000.00
pumped_hydro,energy,FR,4,69.39926987,69399269.87
pumped_hydro,energy,FR,5,69.39926989,69399269.89
pumped_hydro,energy,FR,6,61.42574378,61425743.78
pumped_hydro,energy,FR,7,61.42574381,61425743.81
pumped_hydro,energy,FR,8,46.46510717,46465107.17
pumped_hydro,energy,FR,9,34.26150216,34261502.16
pumped_hydro,energy,FR,10,34.26150221,34261502.21
pumped_hydro,energy,FR,11,34.26150228,34261502.28
pumped_hydro,energy,FR,12,34.26150238,34261502.38
pumped_hydro,energy,FR,13,34.26150256,34261502.56
pumped_hydro,energy,FR,14,34.26150313,34261503.13
pumped_hydro,energy,HR,0,9.396993562,9396993.56
pumped_hydro,energy,HR,1,9.396993562,9396993.56
pumped_hydro,energy,HR,2,9.396993562,9396993.56
pumped_hydro,energy,HR,3,9.396993562,9396993.56
pumped_hydro,energy,HR,4,9.396993562,9396993.56
pumped_hydro,energy,HR,5,9.396993562,9396993.56
pumped_hydro,energy,HR,6,1.39E-07,0.14
pumped_hydro,energy,HR,7,2.79E-07,0.28
pumped_hydro,energy,HR,8,4.11E-07,0.41
pumped_hydro,energy,HR,9,5.67E-07,0.57
pumped_hydro,energy,HR,10,7.28E-07,0.73
pumped_hydro,energy,HR,11,9.13E-07,0.91
pumped_hydro,energy,HR,12,1.16E-06,1.16
pumped_hydro,energy,HR,13,1.55E-06,1.55
pumped_hydro,energy,HR,14,2.92E-06,2.92
pumped_hydro,energy,HU,0,0,0.00
pumped_hydro,energy,HU,1,0,0.00
pumped_hydro,energy,HU,2,0,0.00
pumped_hydro,energy,HU,3,0,0.00
pumped_hydro,energy,HU,4,0,0.00
pumped_hydro,energy,HU,5,0,0.00
pumped_hydro,energy,HU,6,0,0.00
pumped_hydro,energy,HU,7,0,0.00
pumped_hydro,energy,HU,8,0,0.00
pumped_hydro,energy,HU,9,0,0.00
pumped_hydro,energy,HU,10,0,0.00
pumped_hydro,energy,HU,11,0,0.00
pumped_hydro,energy,HU,12,0,0.00
pumped_hydro,energy,HU,13,0,0.00
pumped_hydro,energy,HU,14,0,0.00
pumped_hydro,energy,IE,0,1.8,1800000.00
pumped_hydro,energy,IE,1,1.8,1800000.00
pumped_hydro,energy,IE,2,1.8,1800000.00
pumped_hydro,energy,IE,3,1.03E-07,0.10
pumped_hydro,energy,IE,4,2.05E-07,0.21
pumped_hydro,energy,IE,5,2.96E-07,0.30
pumped_hydro,energy,IE,6,3.93E-07,0.39
pumped_hydro,energy,IE,7,4.91E-07,0.49
pumped_hydro,energy,IE,8,5.95E-07,0.60
pumped_hydro,energy,IE,9,7.11E-07,0.71
pumped_hydro,energy,IE,10,8.46E-07,0.85
pumped_hydro,energy,IE,11,1.01E-06,1.01
pumped_hydro,energy,IE,12,1.24E-06,1.24
pumped_hydro,energy,IE,13,1.61E-06,1.61
pumped_hydro,energy,IE,14,2.95E-06,2.95
pumped_hydro,energy,IT,0,144.2539058,144253905.80
pumped_hydro,energy,IT,1,144.2539058,144253905.80
pumped_hydro,energy,IT,2,144.2539058,144253905.80
pumped_hydro,energy,IT,3,113.1914799,113191479.90
pumped_hydro,energy,IT,4,113.1914799,113191479.90
pumped_hydro,energy,IT,5,113.19148,113191480.00
pumped_hydro,energy,IT,6,113.19148,113191480.00
pumped_hydro,energy,IT,7,76.25825565,76258255.65
pumped_hydro,energy,IT,8,46.74895111,46748951.11
pumped_hydro,energy,IT,9,46.74895117,46748951.17
pumped_hydro,energy,IT,10,46.74895125,46748951.25
pumped_hydro,energy,IT,11,31.21773845,31217738.45
pumped_hydro,energy,IT,12,8.19E-07,0.82
pumped_hydro,energy,IT,13,1.29E-06,1.29
pumped_hydro,energy,IT,14,2.78E-06,2.78
pumped_hydro,energy,LT,0,10.8,10800000.00
pumped_hydro,energy,LT,1,10.8,10800000.00
pumped_hydro,energy,LT,2,10.8,10800000.00
pumped_hydro,energy,LT,3,10.8,10800000.00
pumped_hydro,energy,LT,4,10.8,10800000.00
pumped_hydro,energy,LT,5,10.8,10800000.00
