technology,capacity_type,location,year,none,
electrode_boiler_DH,power,BE,7,1.25E-07,1.25E-01
electrode_boiler_DH,power,BE,8,1.48E-07,1.48E-01
electrode_boiler_DH,power,BE,9,1.76E-07,1.76E-01
electrode_boiler_DH,power,BE,10,1.89E-07,1.89E-01
electrode_boiler_DH,power,BE,11,2.22E-07,2.22E-01
electrode_boiler_DH,power,BE,12,2.77E-07,2.77E-01
electrode_boiler_DH,power,BE,13,3.76E-07,3.76E-01
electrode_boiler_DH,power,BE,14,7.46E-07,7.46E-01
electrode_boiler_DH,power,BG,0,2.37E-08,2.37E-02
electrode_boiler_DH,power,BG,1,3.73E-08,3.73E-02
electrode_boiler_DH,power,BG,2,5.01E-08,5.01E-02
electrode_boiler_DH,power,BG,3,6.26E-08,6.26E-02
electrode_boiler_DH,power,BG,4,7.57E-08,7.57E-02
electrode_boiler_DH,power,BG,5,8.98E-08,8.98E-02
electrode_boiler_DH,power,BG,6,1.06E-07,1.06E-01
electrode_boiler_DH,power,BG,7,1.25E-07,1.25E-01
electrode_boiler_DH,power,BG,8,1.48E-07,1.48E-01
electrode_boiler_DH,power,BG,9,1.76E-07,1.76E-01
electrode_boiler_DH,power,BG,10,1.88E-07,1.88E-01
electrode_boiler_DH,power,BG,11,2.22E-07,2.22E-01
electrode_boiler_DH,power,BG,12,2.76E-07,2.76E-01
electrode_boiler_DH,power,BG,13,3.76E-07,3.76E-01
electrode_boiler_DH,power,BG,14,7.46E-07,7.46E-01
electrode_boiler_DH,power,CH,0,2.38E-08,2.38E-02
electrode_boiler_DH,power,CH,1,3.79E-08,3.79E-02
electrode_boiler_DH,power,CH,2,5.11E-08,5.11E-02
electrode_boiler_DH,power,CH,3,6.41E-08,6.41E-02
electrode_boiler_DH,power,CH,4,7.72E-08,7.72E-02
electrode_boiler_DH,power,CH,5,9.14E-08,9.14E-02
electrode_boiler_DH,power,CH,6,1.08E-07,1.08E-01
electrode_boiler_DH,power,CH,7,1.27E-07,1.27E-01
electrode_boiler_DH,power,CH,8,1.49E-07,1.49E-01
electrode_boiler_DH,power,CH,9,1.77E-07,1.77E-01
electrode_boiler_DH,power,CH,10,1.89E-07,1.89E-01
electrode_boiler_DH,power,CH,11,2.22E-07,2.22E-01
electrode_boiler_DH,power,CH,12,2.77E-07,2.77E-01
electrode_boiler_DH,power,CH,13,3.75E-07,3.75E-01
electrode_boiler_DH,power,CH,14,7.47E-07,7.47E-01
electrode_boiler_DH,power,CZ,0,2.33E-08,2.33E-02
electrode_boiler_DH,power,CZ,1,3.72E-08,3.72E-02
electrode_boiler_DH,power,CZ,2,5.02E-08,5.02E-02
electrode_boiler_DH,power,CZ,3,6.34E-08,6.34E-02
electrode_boiler_DH,power,CZ,4,7.67E-08,7.67E-02
electrode_boiler_DH,power,CZ,5,9.09E-08,9.09E-02
electrode_boiler_DH,power,CZ,6,1.07E-07,1.07E-01
electrode_boiler_DH,power,CZ,7,1.26E-07,1.26E-01
electrode_boiler_DH,power,CZ,8,1.49E-07,1.49E-01
electrode_boiler_DH,power,CZ,9,1.77E-07,1.77E-01
electrode_boiler_DH,power,CZ,10,1.90E-07,1.90E-01
electrode_boiler_DH,power,CZ,11,2.23E-07,2.23E-01
electrode_boiler_DH,power,CZ,12,2.78E-07,2.78E-01
electrode_boiler_DH,power,CZ,13,3.77E-07,3.77E-01
electrode_boiler_DH,power,CZ,14,7.49E-07,7.49E-01
electrode_boiler_DH,power,DE,0,2.71E-08,2.71E-02
electrode_boiler_DH,power,DE,1,4.26E-08,4.26E-02
electrode_boiler_DH,power,DE,2,5.76E-08,5.76E-02
electrode_boiler_DH,power,DE,3,7.33E-08,7.33E-02
electrode_boiler_DH,power,DE,4,9.03E-08,9.03E-02
electrode_boiler_DH,power,DE,5,1.10E-07,1.10E-01
electrode_boiler_DH,power,DE,6,1.34E-07,1.34E-01
electrode_boiler_DH,power,DE,7,1.66E-07,1.66E-01
electrode_boiler_DH,power,DE,8,2.10E-07,2.10E-01
electrode_boiler_DH,power,DE,9,2.50E-07,2.50E-01
electrode_boiler_DH,power,DE,10,2.55E-07,2.55E-01
electrode_boiler_DH,power,DE,11,2.83E-07,2.83E-01
electrode_boiler_DH,power,DE,12,3.31E-07,3.31E-01
electrode_boiler_DH,power,DE,13,4.23E-07,4.23E-01
electrode_boiler_DH,power,DE,14,7.80E-07,7.80E-01
electrode_boiler_DH,power,DK,0,0.318974594,3.19E+05
electrode_boiler_DH,power,DK,1,0.318974601,3.19E+05
electrode_boiler_DH,power,DK,2,0.318974609,3.19E+05
electrode_boiler_DH,power,DK,3,0.318974621,3.19E+05
electrode_boiler_DH,power,DK,4,0.318974639,3.19E+05
electrode_boiler_DH,power,DK,5,0.314770191,3.15E+05
electrode_boiler_DH,power,DK,6,0.249028668,2.49E+05
electrode_boiler_DH,power,DK,7,0.331417723,3.31E+05
electrode_boiler_DH,power,DK,8,0.279211819,2.79E+05
electrode_boiler_DH,power,DK,9,0.111491187,1.11E+05
electrode_boiler_DH,power,DK,10,0.111491201,1.11E+05
electrode_boiler_DH,power,DK,11,0.111491288,1.11E+05
electrode_boiler_DH,power,DK,12,0.290414878,2.90E+05
electrode_boiler_DH,power,DK,13,0.290415011,2.90E+05
electrode_boiler_DH,power,DK,14,0.29041524,2.90E+05
electrode_boiler_DH,power,EE,0,0.050406182,5.04E+04
electrode_boiler_DH,power,EE,1,0.050406196,5.04E+04
electrode_boiler_DH,power,EE,2,0.050406208,5.04E+04
electrode_boiler_DH,power,EE,3,0.050406226,5.04E+04
electrode_boiler_DH,power,EE,4,0.050406252,5.04E+04
electrode_boiler_DH,power,EE,5,0.050406301,5.04E+04
electrode_boiler_DH,power,EE,6,0.169135418,1.69E+05
electrode_boiler_DH,power,EE,7,0.171921162,1.72E+05
electrode_boiler_DH,power,EE,8,0.171921213,1.72E+05
electrode_boiler_DH,power,EE,9,0.171921288,1.72E+05
electrode_boiler_DH,power,EE,10,0.125841628,1.26E+05
electrode_boiler_DH,power,EE,11,0.125841694,1.26E+05
electrode_boiler_DH,power,EE,12,0.125842288,1.26E+05
electrode_boiler_DH,power,EE,13,0.125842348,1.26E+05
electrode_boiler_DH,power,EE,14,0.12584257,1.26E+05
electrode_boiler_DH,power,EL,0,1.07E-06,1.07E+00
electrode_boiler_DH,power,EL,1,1.08E-06,1.08E+00
electrode_boiler_DH,power,EL,2,1.09E-06,1.09E+00
electrode_boiler_DH,power,EL,3,1.11E-06,1.11E+00
electrode_boiler_DH,power,EL,4,1.14E-06,1.14E+00
electrode_boiler_DH,power,EL,5,1.20E-06,1.20E+00
electrode_boiler_DH,power,EL,6,0.013720261,1.37E+04
electrode_boiler_DH,power,EL,7,0.013720631,1.37E+04
electrode_boiler_DH,power,EL,8,0.013720745,1.37E+04
electrode_boiler_DH,power,EL,9,0.013720818,1.37E+04
electrode_boiler_DH,power,EL,10,0.013719806,1.37E+04
electrode_boiler_DH,power,EL,11,0.013719842,1.37E+04
electrode_boiler_DH,power,EL,12,0.013719872,1.37E+04
electrode_boiler_DH,power,EL,13,0.013719928,1.37E+04
electrode_boiler_DH,power,EL,14,0.013720151,1.37E+04
electrode_boiler_DH,power,ES,0,2.08E-08,2.08E-02
electrode_boiler_DH,power,ES,1,3.47E-08,3.47E-02
electrode_boiler_DH,power,ES,2,4.75E-08,4.75E-02
electrode_boiler_DH,power,ES,3,6.04E-08,6.04E-02
electrode_boiler_DH,power,ES,4,7.38E-08,7.38E-02
electrode_boiler_DH,power,ES,5,8.83E-08,8.83E-02
electrode_boiler_DH,power,ES,6,1.05E-07,1.05E-01
electrode_boiler_DH,power,ES,7,1.24E-07,1.24E-01
electrode_boiler_DH,power,ES,8,1.47E-07,1.47E-01
electrode_boiler_DH,power,ES,9,1.76E-07,1.76E-01
electrode_boiler_DH,power,ES,10,1.91E-07,1.91E-01
electrode_boiler_DH,power,ES,11,2.25E-07,2.25E-01
electrode_boiler_DH,power,ES,12,2.80E-07,2.80E-01
electrode_boiler_DH,power,ES,13,3.79E-07,3.79E-01
electrode_boiler_DH,power,ES,14,7.51E-07,7.51E-01
electrode_boiler_DH,power,FI,0,0.048462886,4.85E+04
electrode_boiler_DH,power,FI,1,0.0484629,4.85E+04
electrode_boiler_DH,power,FI,2,0.048462919,4.85E+04
electrode_boiler_DH,power,FI,3,0.048462947,4.85E+04
electrode_boiler_DH,power,FI,4,0.048463001,4.85E+04
electrode_boiler_DH,power,FI,5,0.048463039,4.85E+04
electrode_boiler_DH,power,FI,6,0.04846321,4.85E+04
electrode_boiler_DH,power,FI,7,0.496523966,4.97E+05
electrode_boiler_DH,power,FI,8,0.496524054,4.97E+05
electrode_boiler_DH,power,FI,9,0.4965241,4.97E+05
electrode_boiler_DH,power,FI,10,0.448061246,4.48E+05
electrode_boiler_DH,power,FI,11,0.448061262,4.48E+05
electrode_boiler_DH,power,FI,12,0.448061287,4.48E+05
electrode_boiler_DH,power,FI,13,0.448061334,4.48E+05
electrode_boiler_DH,power,FI,14,0.448061526,4.48E+05
electrode_boiler_DH,power,FR,0,2.23E-08,2.23E-02
electrode_boiler_DH,power,FR,1,3.65E-08,3.65E-02
electrode_boiler_DH,power,FR,2,4.94E-08,4.94E-02
electrode_boiler_DH,power,FR,3,6.25E-08,6.25E-02
electrode_boiler_DH,power,FR,4,7.58E-08,7.58E-02
electrode_boiler_DH,power,FR,5,9.02E-08,9.02E-02
electrode_boiler_DH,power,FR,6,1.07E-07,1.07E-01
electrode_boiler_DH,power,FR,7,1.26E-07,1.26E-01
electrode_boiler_DH,power,FR,8,1.48E-07,1.48E-01
electrode_boiler_DH,power,FR,9,1.76E-07,1.76E-01
electrode_boiler_DH,power,FR,10,1.90E-07,1.90E-01
electrode_boiler_DH,power,FR,11,2.23E-07,2.23E-01
electrode_boiler_DH,power,FR,12,2.77E-07,2.77E-01
electrode_boiler_DH,power,FR,13,3.76E-07,3.76E-01
electrode_boiler_DH,power,FR,14,7.47E-07,7.47E-01
electrode_boiler_DH,power,HR,0,2.36E-08,2.36E-02
electrode_boiler_DH,power,HR,1,3.77E-08,3.77E-02
electrode_boiler_DH,power,HR,2,5.11E-08,5.11E-02
electrode_boiler_DH,power,HR,3,6.44E-08,6.44E-02
electrode_boiler_DH,power,HR,4,7.83E-08,7.83E-02
electrode_boiler_DH,power,HR,5,9.34E-08,9.34E-02
electrode_boiler_DH,power,HR,6,1.11E-07,1.11E-01
electrode_boiler_DH,power,HR,7,1.32E-07,1.32E-01
electrode_boiler_DH,power,HR,8,1.56E-07,1.56E-01
electrode_boiler_DH,power,HR,9,1.86E-07,1.86E-01
electrode_boiler_DH,power,HR,10,2.00E-07,2.00E-01
electrode_boiler_DH,power,HR,11,2.36E-07,2.36E-01
electrode_boiler_DH,power,HR,12,2.93E-07,2.93E-01
electrode_boiler_DH,power,HR,13,3.95E-07,3.95E-01
electrode_boiler_DH,power,HR,14,7.80E-07,7.80E-01
electrode_boiler_DH,power,HU,0,0.011273927,1.13E+04
electrode_boiler_DH,power,HU,1,0.011273932,1.13E+04
electrode_boiler_DH,power,HU,2,0.011273938,1.13E+04
electrode_boiler_DH,power,HU,3,0.011273945,1.13E+04
electrode_boiler_DH,power,HU,4,0.011273953,1.13E+04
electrode_boiler_DH,power,HU,5,0.011273963,1.13E+04
electrode_boiler_DH,power,HU,6,0.011273975,1.13E+04
electrode_boiler_DH,power,HU,7,0.011273991,1.13E+04
electrode_boiler_DH,power,HU,8,0.005538136,5.54E+03
electrode_boiler_DH,power,HU,9,1.22E-07,1.22E-01
electrode_boiler_DH,power,HU,10,1.57E-07,1.57E-01
electrode_boiler_DH,power,HU,11,2.01E-07,2.01E-01
electrode_boiler_DH,power,HU,12,2.64E-07,2.64E-01
electrode_boiler_DH,power,HU,13,3.69E-07,3.69E-01
electrode_boiler_DH,power,HU,14,7.46E-07,7.46E-01
electrode_boiler_DH,power,IE,0,2.10E-08,2.10E-02
electrode_boiler_DH,power,IE,1,3.49E-08,3.49E-02
electrode_boiler_DH,power,IE,2,4.77E-08,4.77E-02
electrode_boiler_DH,power,IE,3,6.06E-08,6.06E-02
electrode_boiler_DH,power,IE,4,7.40E-08,7.40E-02
electrode_boiler_DH,power,IE,5,8.84E-08,8.84E-02
electrode_boiler_DH,power,IE,6,1.05E-07,1.05E-01
electrode_boiler_DH,power,IE,7,1.24E-07,1.24E-01
electrode_boiler_DH,power,IE,8,1.47E-07,1.47E-01
electrode_boiler_DH,power,IE,9,1.75E-07,1.75E-01
electrode_boiler_DH,power,IE,10,1.90E-07,1.90E-01
electrode_boiler_DH,power,IE,11,2.24E-07,2.24E-01
electrode_boiler_DH,power,IE,12,2.79E-07,2.79E-01
electrode_boiler_DH,power,IE,13,3.78E-07,3.78E-01
electrode_boiler_DH,power,IE,14,7.51E-07,7.51E-01
electrode_boiler_DH,power,IT,0,4.72E-08,4.72E-02
electrode_boiler_DH,power,IT,1,5.82E-08,5.82E-02
electrode_boiler_DH,power,IT,2,7.00E-08,7.00E-02
electrode_boiler_DH,power,IT,3,8.29E-08,8.29E-02
electrode_boiler_DH,power,IT,4,9.69E-08,9.69E-02
electrode_boiler_DH,power,IT,5,1.13E-07,1.13E-01
electrode_boiler_DH,power,IT,6,1.31E-07,1.31E-01
electrode_boiler_DH,power,IT,7,1.54E-07,1.54E-01
electrode_boiler_DH,power,IT,8,1.82E-07,1.82E-01
electrode_boiler_DH,power,IT,9,2.15E-07,2.15E-01
electrode_boiler_DH,power,IT,10,2.09E-07,2.09E-01
electrode_boiler_DH,power,IT,11,2.49E-07,2.49E-01
electrode_boiler_DH,power,IT,12,3.07E-07,3.07E-01
electrode_boiler_DH,power,IT,13,4.13E-07,4.13E-01
electrode_boiler_DH,power,IT,14,7.87E-07,7.87E-01
electrode_boiler_DH,power,LT,0,3.18E-07,3.18E-01
electrode_boiler_DH,power,LT,1,3.31E-07,3.31E-01
electrode_boiler_DH,power,LT,2,3.50E-07,3.50E-01
electrode_boiler_DH,power,LT,3,3.69E-07,3.69E-01
electrode_boiler_DH,power,LT,4,3.95E-07,3.95E-01
electrode_boiler_DH,power,LT,5,4.38E-07,4.38E-01
electrode_boiler_DH,power,LT,6,6.25E-07,6.25E-01
electrode_boiler_DH,power,LT,7,0.06403373,6.40E+04
electrode_boiler_DH,power,LT,8,0.064033879,6.40E+04
electrode_boiler_DH,power,LT,9,0.06403396,6.40E+04
electrode_boiler_DH,power,LT,10,0.0640337,6.40E+04
electrode_boiler_DH,power,LT,11,0.064033732,6.40E+04
electrode_boiler_DH,power,LT,12,0.064033756,6.40E+04
electrode_boiler_DH,power,LT,13,0.064033812,6.40E+04
electrode_boiler_DH,power,LT,14,0.064034033,6.40E+04
electrode_boiler_DH,power,LU,0,2.27E-08,2.27E-02
electrode_boiler_DH,power,LU,1,3.70E-08,3.70E-02
electrode_boiler_DH,power,LU,2,5.02E-08,5.02E-02
electrode_boiler_DH,power,LU,3,6.33E-08,6.33E-02
electrode_boiler_DH,power,LU,4,7.65E-08,7.65E-02
electrode_boiler_DH,power,LU,5,9.08E-08,9.08E-02
electrode_boiler_DH,power,LU,6,1.07E-07,1.07E-01
electrode_boiler_DH,power,LU,7,1.26E-07,1.26E-01
electrode_boiler_DH,power,LU,8,1.49E-07,1.49E-01
electrode_boiler_DH,power,LU,9,1.77E-07,1.77E-01
electrode_boiler_DH,power,LU,10,1.90E-07,1.90E-01
electrode_boiler_DH,power,LU,11,2.23E-07,2.23E-01
electrode_boiler_DH,power,LU,12,2.77E-07,2.77E-01
electrode_boiler_DH,power,LU,13,3.76E-07,3.76E-01
electrode_boiler_DH,power,LU,14,7.46E-07,7.46E-01
electrode_boiler_DH,power,LV,0,0.368284976,3.68E+05
electrode_boiler_DH,power,LV,1,0.36828499,3.68E+05
electrode_boiler_DH,power,LV,2,0.368285007,3.68E+05
electrode_boiler_DH,power,LV,3,0.368285022,3.68E+05
electrode_boiler_DH,power,LV,4,0.368285039,3.68E+05
electrode_boiler_DH,power,LV,5,0.368285065,3.68E+05
electrode_boiler_DH,power,LV,6,0.368285106,3.68E+05
electrode_boiler_DH,power,LV,7,0.368285138,3.68E+05
electrode_boiler_DH,power,LV,8,0.368285172,3.68E+05
electrode_boiler_DH,power,LV,9,0.368285244,3.68E+05
electrode_boiler_DH,power,LV,10,0.290717514,2.91E+05
electrode_boiler_DH,power,LV,11,0.290717616,2.91E+05
electrode_boiler_DH,power,LV,12,0.290717652,2.91E+05
electrode_boiler_DH,power,LV,13,0.290717713,2.91E+05
electrode_boiler_DH,power,LV,14,0.29071794,2.91E+05
electrode_boiler_DH,power,NL,0,2.42E-08,2.42E-02
electrode_boiler_DH,power,NL,1,3.88E-08,3.88E-02
electrode_boiler_DH,power,NL,2,5.27E-08,5.27E-02
electrode_boiler_DH,power,NL,3,6.66E-08,6.66E-02
electrode_boiler_DH,power,NL,4,8.09E-08,8.09E-02
electrode_boiler_DH,power,NL,5,9.66E-08,9.66E-02
electrode_boiler_DH,power,NL,6,1.15E-07,1.15E-01
electrode_boiler_DH,power,NL,7,1.37E-07,1.37E-01
electrode_boiler_DH,power,NL,8,1.63E-07,1.63E-01
electrode_boiler_DH,power,NL,9,1.94E-07,1.94E-01
electrode_boiler_DH,power,NL,10,2.05E-07,2.05E-01
electrode_boiler_DH,power,NL,11,2.38E-07,2.38E-01
electrode_boiler_DH,power,NL,12,2.91E-07,2.91E-01
electrode_boiler_DH,power,NL,13,3.89E-07,3.89E-01
electrode_boiler_DH,power,NL,14,7.63E-07,7.63E-01
electrode_boiler_DH,power,NO,0,0.240572848,2.41E+05
electrode_boiler_DH,power,NO,1,0.200098193,2.00E+05
electrode_boiler_DH,power,NO,2,0.160615078,1.61E+05
electrode_boiler_DH,power,NO,3,0.132956555,1.33E+05
electrode_boiler_DH,power,NO,4,0.132956572,1.33E+05
electrode_boiler_DH,power,NO,5,0.062052199,6.21E+04
electrode_boiler_DH,power,NO,6,0.062052254,6.21E+04
electrode_boiler_DH,power,NO,7,0.053670955,5.37E+04
electrode_boiler_DH,power,NO,8,0.062010833,6.20E+04
electrode_boiler_DH,power,NO,9,0.038683167,3.87E+04
electrode_boiler_DH,power,NO,10,0.038683255,3.87E+04
electrode_boiler_DH,power,NO,11,0.03868332,3.87E+04
electrode_boiler_DH,power,NO,12,0.038683353,3.87E+04
electrode_boiler_DH,power,NO,13,0.038683415,3.87E+04
electrode_boiler_DH,power,NO,14,0.038683648,3.87E+04
electrode_boiler_DH,power,PL,0,4.68E-08,4.68E-02
electrode_boiler_DH,power,PL,1,6.21E-08,6.21E-02
electrode_boiler_DH,power,PL,2,7.84E-08,7.84E-02
electrode_boiler_DH,power,PL,3,9.71E-08,9.71E-02
electrode_boiler_DH,power,PL,4,1.19E-07,1.19E-01
electrode_boiler_DH,power,PL,5,1.48E-07,1.48E-01
electrode_boiler_DH,power,PL,6,1.94E-07,1.94E-01
electrode_boiler_DH,power,PL,7,2.97E-07,2.97E-01
electrode_boiler_DH,power,PL,8,3.63E-07,3.63E-01
electrode_boiler_DH,power,PL,9,4.13E-07,4.13E-01
electrode_boiler_DH,power,PL,10,4.09E-07,4.09E-01
electrode_boiler_DH,power,PL,11,4.33E-07,4.33E-01
electrode_boiler_DH,power,PL,12,4.74E-07,4.74E-01
electrode_boiler_DH,power,PL,13,5.56E-07,5.56E-01
electrode_boiler_DH,power,PL,14,8.93E-07,8.93E-01
electrode_boiler_DH,power,PT,0,2.12E-08,2.12E-02
electrode_boiler_DH,power,PT,1,3.52E-08,3.52E-02
electrode_boiler_DH,power,PT,2,4.81E-08,4.81E-02
electrode_boiler_DH,power,PT,3,6.10E-08,6.10E-02
electrode_boiler_DH,power,PT,4,7.45E-08,7.45E-02
electrode_boiler_DH,power,PT,5,8.91E-08,8.91E-02
electrode_boiler_DH,power,PT,6,1.06E-07,1.06E-01
electrode_boiler_DH,power,PT,7,1.25E-07,1.25E-01
electrode_boiler_DH,power,PT,8,1.48E-07,1.48E-01
electrode_boiler_DH,power,PT,9,1.77E-07,1.77E-01
electrode_boiler_DH,power,PT,10,1.92E-07,1.92E-01
electrode_boiler_DH,power,PT,11,2.26E-07,2.26E-01
electrode_boiler_DH,power,PT,12,2.80E-07,2.80E-01
electrode_boiler_DH,power,PT,13,3.80E-07,3.80E-01
electrode_boiler_DH,power,PT,14,7.51E-07,7.51E-01
electrode_boiler_DH,power,RO,0,2.26E-08,2.26E-02
electrode_boiler_DH,power,RO,1,3.65E-08,3.65E-02
electrode_boiler_DH,power,RO,2,4.93E-08,4.93E-02
electrode_boiler_DH,power,RO,3,6.21E-08,6.21E-02
electrode_boiler_DH,power,RO,4,7.54E-08,7.54E-02
electrode_boiler_DH,power,RO,5,8.96E-08,8.96E-02
electrode_boiler_DH,power,RO,6,1.06E-07,1.06E-01
electrode_boiler_DH,power,RO,7,1.25E-07,1.25E-01
electrode_boiler_DH,power,RO,8,1.48E-07,1.48E-01
electrode_boiler_DH,power,RO,9,1.76E-07,1.76E-01
electrode_boiler_DH,power,RO,10,1.89E-07,1.89E-01
electrode_boiler_DH,power,RO,11,2.22E-07,2.22E-01
electrode_boiler_DH,power,RO,12,2.77E-07,2.77E-01
electrode_boiler_DH,power,RO,13,3.76E-07,3.76E-01
electrode_boiler_DH,power,RO,14,7.45E-07,7.45E-01
electrode_boiler_DH,power,SE,0,0.083730943,8.37E+04
electrode_boiler_DH,power,SE,1,0.083730951,8.37E+04
electrode_boiler_DH,power,SE,2,0.083730961,8.37E+04
electrode_boiler_DH,power,SE,3,0.083730975,8.37E+04
electrode_boiler_DH,power,SE,4,0.083730993,8.37E+04
electrode_boiler_DH,power,SE,5,0.053549029,5.35E+04
electrode_boiler_DH,power,SE,6,0.047415021,4.74E+04
electrode_boiler_DH,power,SE,7,0.157595178,1.58E+05
electrode_boiler_DH,power,SE,8,0.154349292,1.54E+05
electrode_boiler_DH,power,SE,9,0.116270631,1.16E+05
electrode_boiler_DH,power,SE,10,0.116270664,1.16E+05
electrode_boiler_DH,power,SE,11,0.116270689,1.16E+05
electrode_boiler_DH,power,SE,12,0.116270722,1.16E+05
electrode_boiler_DH,power,SE,13,0.116270783,1.16E+05
electrode_boiler_DH,power,SE,14,0.116271011,1.16E+05
electrode_boiler_DH,power,SI,0,3.40E-08,3.40E-02
electrode_boiler_DH,power,SI,1,4.76E-08,4.76E-02
electrode_boiler_DH,power,SI,2,6.22E-08,6.22E-02
electrode_boiler_DH,power,SI,3,7.80E-08,7.80E-02
electrode_boiler_DH,power,SI,4,9.30E-08,9.30E-02
electrode_boiler_DH,power,SI,5,1.10E-07,1.10E-01
electrode_boiler_DH,power,SI,6,1.31E-07,1.31E-01
electrode_boiler_DH,power,SI,7,1.56E-07,1.56E-01
electrode_boiler_DH,power,SI,8,1.84E-07,1.84E-01
electrode_boiler_DH,power,SI,9,2.16E-07,2.16E-01
electrode_boiler_DH,power,SI,10,2.22E-07,2.22E-01
electrode_boiler_DH,power,SI,11,2.63E-07,2.63E-01
electrode_boiler_DH,power,SI,12,3.14E-07,3.14E-01
electrode_boiler_DH,power,SI,13,4.08E-07,4.08E-01
electrode_boiler_DH,power,SI,14,7.76E-07,7.76E-01
electrode_boiler_DH,power,SK,0,2.35E-08,2.35E-02
electrode_boiler_DH,power,SK,1,3.73E-08,3.73E-02
electrode_boiler_DH,power,SK,2,5.01E-08,5.01E-02
electrode_boiler_DH,power,SK,3,6.30E-08,6.30E-02
electrode_boiler_DH,power,SK,4,7.63E-08,7.63E-02
electrode_boiler_DH,power,SK,5,9.06E-08,9.06E-02
electrode_boiler_DH,power,SK,6,1.07E-07,1.07E-01
electrode_boiler_DH,power,SK,7,1.26E-07,1.26E-01
electrode_boiler_DH,power,SK,8,1.49E-07,1.49E-01
electrode_boiler_DH,power,SK,9,1.77E-07,1.77E-01
electrode_boiler_DH,power,SK,10,1.90E-07,1.90E-01
electrode_boiler_DH,power,SK,11,2.23E-07,2.23E-01
electrode_boiler_DH,power,SK,12,2.78E-07,2.78E-01
electrode_boiler_DH,power,SK,13,3.77E-07,3.77E-01
electrode_boiler_DH,power,SK,14,7.50E-07,7.50E-01
electrode_boiler_DH,power,UK,0,6.90E-08,6.90E-02
electrode_boiler_DH,power,UK,1,8.08E-08,8.08E-02
electrode_boiler_DH,power,UK,2,9.35E-08,9.35E-02
electrode_boiler_DH,power,UK,3,1.12E-07,1.12E-01
electrode_boiler_DH,power,UK,4,1.34E-07,1.34E-01
electrode_boiler_DH,power,UK,5,1.61E-07,1.61E-01
electrode_boiler_DH,power,UK,6,2.02E-07,2.02E-01
electrode_boiler_DH,power,UK,7,2.63E-07,2.63E-01
electrode_boiler_DH,power,UK,8,2.89E-07,2.89E-01
electrode_boiler_DH,power,UK,9,3.26E-07,3.26E-01
electrode_boiler_DH,power,UK,10,3.14E-07,3.14E-01
electrode_boiler_DH,power,UK,11,4.04E-07,4.04E-01
electrode_boiler_DH,power,UK,12,9.81E-07,9.81E-01
electrode_boiler_DH,power,UK,13,1.05E-06,1.05E+00
electrode_boiler_DH,power,UK,14,1.35E-06,1.35E+00
hard_coal_boiler,power,AT,0,1.039304977,1.04E+06
hard_coal_boiler,power,AT,1,4.358496599,4.36E+06
hard_coal_boiler,power,AT,2,12.4193255,1.24E+07
hard_coal_boiler,power,AT,3,14.79731012,1.48E+07
hard_coal_boiler,power,AT,4,15.67205606,1.57E+07
hard_coal_boiler,power,AT,5,17.25514171,1.73E+07
hard_coal_boiler,power,AT,6,18.65625439,1.87E+07
hard_coal_boiler,power,AT,7,20.23363967,2.02E+07
hard_coal_boiler,power,AT,8,20.73917598,2.07E+07
