technology,capacity_type,location,year,none
natural_gas_turbine,power,BE,11,0.6106091199564855
natural_gas_turbine,power,BE,12,0.6106091308141188
natural_gas_turbine,power,BE,13,0.6106091417060017
natural_gas_turbine,power,BE,14,0.6106091761095126
natural_gas_turbine,power,BG,0,0.01800000151962044
natural_gas_turbine,power,BG,1,0.018000003922922916
natural_gas_turbine,power,BG,2,0.01800000898791993
natural_gas_turbine,power,BG,3,1.7354064543892087
natural_gas_turbine,power,BG,4,1.7354064867747676
natural_gas_turbine,power,BG,5,1.7354064979450945
natural_gas_turbine,power,BG,6,1.8502248212251031
natural_gas_turbine,power,BG,7,1.8502248282962392
natural_gas_turbine,power,BG,8,1.8502248325924013
natural_gas_turbine,power,BG,9,1.850224836957972
natural_gas_turbine,power,BG,10,1.8502248426071601
natural_gas_turbine,power,BG,11,1.850224851960632
natural_gas_turbine,power,BG,12,1.8502248631058422
natural_gas_turbine,power,BG,13,1.850224873997873
natural_gas_turbine,power,BG,14,1.8502249084029423
natural_gas_turbine,power,CH,0,0.05225000068656707
natural_gas_turbine,power,CH,1,0.05225000151001098
natural_gas_turbine,power,CH,2,0.05225000251472057
natural_gas_turbine,power,CH,3,0.05225000376782469
natural_gas_turbine,power,CH,4,0.05225000537978105
natural_gas_turbine,power,CH,5,0.05225000754730602
natural_gas_turbine,power,CH,6,0.0522500106914444
natural_gas_turbine,power,CH,7,0.05225001573124186
natural_gas_turbine,power,CH,8,2.6321371284379404e-08
natural_gas_turbine,power,CH,9,3.478491647210947e-08
natural_gas_turbine,power,CH,10,4.483318374729222e-08
natural_gas_turbine,power,CH,11,6.43353511890511e-08
natural_gas_turbine,power,CH,12,8.28289664730403e-08
natural_gas_turbine,power,CH,13,9.770753017306852e-08
natural_gas_turbine,power,CH,14,1.445182414354535e-07
natural_gas_turbine,power,CZ,0,0.9419500005681674
natural_gas_turbine,power,CZ,1,0.9419500012268225
natural_gas_turbine,power,CZ,2,0.940150001996211
natural_gas_turbine,power,CZ,3,0.8451500029032718
natural_gas_turbine,power,CZ,4,0.8451500039845223
natural_gas_turbine,power,CZ,5,0.8451500052901607
natural_gas_turbine,power,CZ,6,0.8451500068962718
natural_gas_turbine,power,CZ,7,0.8451500089220416
natural_gas_turbine,power,CZ,8,0.8451500114932341
natural_gas_turbine,power,CZ,9,0.8451500150111686
natural_gas_turbine,power,CZ,10,0.8451500202637661
natural_gas_turbine,power,CZ,11,2.9681938431512753e-08
natural_gas_turbine,power,CZ,12,4.0887440459684974e-08
natural_gas_turbine,power,CZ,13,5.703733134661403e-08
natural_gas_turbine,power,CZ,14,1.0907343868233443e-07
natural_gas_turbine,power,DE,0,12.058915800530988
natural_gas_turbine,power,DE,1,11.054115801140322
natural_gas_turbine,power,DE,2,9.065315801843305
natural_gas_turbine,power,DE,3,8.499815802659553
natural_gas_turbine,power,DE,4,7.528015803614335
natural_gas_turbine,power,DE,5,7.137615804740141
natural_gas_turbine,power,DE,6,5.8116750060827735
natural_gas_turbine,power,DE,7,4.4429750077071315
natural_gas_turbine,power,DE,8,3.5234750097100673
natural_gas_turbine,power,DE,9,3.0713750122460026
natural_gas_turbine,power,DE,10,1.9837750155793004
natural_gas_turbine,power,DE,11,1.6503750202344156
natural_gas_turbine,power,DE,12,1.0222750274836452
natural_gas_turbine,power,DE,13,0.36400003995776936
natural_gas_turbine,power,DE,14,9.631520172936672e-08
natural_gas_turbine,power,DK,0,0.21550000093969762
natural_gas_turbine,power,DK,1,0.2155000021556317
natural_gas_turbine,power,DK,2,0.03705000381138704
natural_gas_turbine,power,DK,3,6.269876806941451e-09
natural_gas_turbine,power,DK,4,8.530690555153723e-09
natural_gas_turbine,power,DK,5,1.0870341184523712e-08
natural_gas_turbine,power,DK,6,1.341105349389697e-08
natural_gas_turbine,power,DK,7,1.6267728508019e-08
natural_gas_turbine,power,DK,8,1.957880140307729e-08
natural_gas_turbine,power,DK,9,2.353768672937561e-08
natural_gas_turbine,power,DK,10,2.8439778036746765e-08
natural_gas_turbine,power,DK,11,3.4841570876103466e-08
natural_gas_turbine,power,DK,12,4.392895142136652e-08
natural_gas_turbine,power,DK,13,5.9345976410203524e-08
natural_gas_turbine,power,DK,14,1.0985330283554577e-07
natural_gas_turbine,power,EE,0,0.5206000005542665
natural_gas_turbine,power,EE,1,0.5206000011943621
natural_gas_turbine,power,EE,2,0.520600001938594
natural_gas_turbine,power,EE,3,0.5206000028109637
natural_gas_turbine,power,EE,4,0.5206000038434295
natural_gas_turbine,power,EE,5,0.5206000050788202
natural_gas_turbine,power,EE,6,0.5149000065802811
natural_gas_turbine,power,EE,7,0.5149000084430133
natural_gas_turbine,power,EE,8,0.5149000108211855
natural_gas_turbine,power,EE,9,0.513000013990132
natural_gas_turbine,power,EE,10,0.39300001851003485
natural_gas_turbine,power,EE,11,2.585864416960537e-08
natural_gas_turbine,power,EE,12,3.575129159279622e-08
natural_gas_turbine,power,EE,13,5.194888023892204e-08
natural_gas_turbine,power,EE,14,1.0394520561450726e-07
natural_gas_turbine,power,EL,0,3.370042000568863
natural_gas_turbine,power,EL,1,3.370042001228529
natural_gas_turbine,power,EL,2,3.3700420019993573
natural_gas_turbine,power,EL,3,3.370042002908509
natural_gas_turbine,power,EL,4,3.370042003992908
natural_gas_turbine,power,EL,5,2.8937420053034026
natural_gas_turbine,power,EL,6,2.745980006917279
natural_gas_turbine,power,EL,7,1.6156000089562033
natural_gas_turbine,power,EL,8,1.2816000116292443
natural_gas_turbine,power,EL,9,0.4366000153441374
natural_gas_turbine,power,EL,10,2.106221460868132e-08
natural_gas_turbine,power,EL,11,2.81307244224106e-08
natural_gas_turbine,power,EL,12,3.780191135030327e-08
natural_gas_turbine,power,EL,13,5.380022540693876e-08
natural_gas_turbine,power,EL,14,1.0546171857359437e-07
natural_gas_turbine,power,ES,0,22.55506400057047
natural_gas_turbine,power,ES,1,22.274764001232416
natural_gas_turbine,power,ES,2,21.953184002006427
natural_gas_turbine,power,ES,3,21.53904900292004
natural_gas_turbine,power,ES,4,20.203669004010813
natural_gas_turbine,power,ES,5,16.446619005330646
natural_gas_turbine,power,ES,6,10.395819006958694
natural_gas_turbine,power,ES,7,3.4035490090202623
natural_gas_turbine,power,ES,8,0.9388800117322903
natural_gas_turbine,power,ES,9,0.013180015522666634
natural_gas_turbine,power,ES,10,2.142111212695096e-08
natural_gas_turbine,power,ES,11,2.8676384609718957e-08
natural_gas_turbine,power,ES,12,3.848540920537973e-08
natural_gas_turbine,power,ES,13,5.452695708979107e-08
natural_gas_turbine,power,ES,14,1.0628577749473032e-07
natural_gas_turbine,power,FI,0,3.0263769853750616e-09
natural_gas_turbine,power,FI,1,5.0502782914822614e-09
natural_gas_turbine,power,FI,2,6.8566789739444626e-09
natural_gas_turbine,power,FI,3,8.676831929844038e-09
natural_gas_turbine,power,FI,4,1.0606287097201945e-08
natural_gas_turbine,power,FI,5,1.2724733308485274e-08
natural_gas_turbine,power,FI,6,1.5103340536304564e-08
natural_gas_turbine,power,FI,7,1.7831330683309666e-08
natural_gas_turbine,power,FI,8,2.103565584040642e-08
natural_gas_turbine,power,FI,9,2.4901344172750837e-08
natural_gas_turbine,power,FI,10,2.9719912704041228e-08
natural_gas_turbine,power,FI,11,3.604396302423901e-08
natural_gas_turbine,power,FI,12,4.505604557036065e-08
natural_gas_turbine,power,FI,13,6.039162867739292e-08
natural_gas_turbine,power,FI,14,1.1073966757817841e-07
natural_gas_turbine,power,FR,0,7.603791000586382
natural_gas_turbine,power,FR,1,7.3977910012698
natural_gas_turbine,power,FR,2,7.271791002073254
natural_gas_turbine,power,FR,3,6.871191003028118
natural_gas_turbine,power,FR,4,5.7066000041781395
natural_gas_turbine,power,FR,5,5.41160000558559
natural_gas_turbine,power,FR,6,4.603600007348863
natural_gas_turbine,power,FR,7,4.59040000963193
natural_gas_turbine,power,FR,8,3.6394000127392054
natural_gas_turbine,power,FR,9,0.5165000163775314
natural_gas_turbine,power,FR,10,0.0715000215235749
natural_gas_turbine,power,FR,11,0.048100030656206244
natural_gas_turbine,power,FR,12,0.035800042768861964
natural_gas_turbine,power,FR,13,5.965686138455996e-08
natural_gas_turbine,power,FR,14,1.1154950010410456e-07
natural_gas_turbine,power,HR,0,3.4345238829160612e-09
natural_gas_turbine,power,HR,1,5.737394045032514e-09
natural_gas_turbine,power,HR,2,7.600103406748482e-09
natural_gas_turbine,power,HR,3,9.45883500112873e-09
natural_gas_turbine,power,HR,4,1.1424494996794233e-08
natural_gas_turbine,power,HR,5,1.3555929429867988e-08
natural_gas_turbine,power,HR,6,1.5927541000657944e-08
natural_gas_turbine,power,HR,7,1.864018461353848e-08
natural_gas_turbine,power,HR,8,2.183053998681495e-08
natural_gas_turbine,power,HR,9,2.5686272316317714e-08
natural_gas_turbine,power,HR,10,3.049880687215198e-08
natural_gas_turbine,power,HR,11,3.681288102003582e-08
natural_gas_turbine,power,HR,12,4.582864340590188e-08
natural_gas_turbine,power,HR,13,6.114761261698054e-08
natural_gas_turbine,power,HR,14,1.1148522012097612e-07
natural_gas_turbine,power,HU,0,3.7626000006053713
natural_gas_turbine,power,HU,1,3.7626000013146434
natural_gas_turbine,power,HU,2,3.76260000215403
natural_gas_turbine,power,HU,3,3.5226000031600058
natural_gas_turbine,power,HU,4,2.963200004384881
natural_gas_turbine,power,HU,5,2.8532000059059333
natural_gas_turbine,power,HU,6,2.7391000078508307
natural_gas_turbine,power,HU,7,2.692000010446659
natural_gas_turbine,power,HU,8,2.6920000141607168
natural_gas_turbine,power,HU,9,2.021978182759007e-08
natural_gas_turbine,power,HU,10,2.7087180342055122e-08
natural_gas_turbine,power,HU,11,3.6226607853768554e-08
natural_gas_turbine,power,HU,12,4.7562560331280686e-08
natural_gas_turbine,power,HU,13,6.324838265373654e-08
natural_gas_turbine,power,HU,14,1.1478579428705948e-07
natural_gas_turbine,power,IE,0,2.7875050005597393
natural_gas_turbine,power,IE,1,2.7875050012071543
natural_gas_turbine,power,IE,2,2.7645150019612674
natural_gas_turbine,power,IE,3,2.759515002847193
natural_gas_turbine,power,IE,4,2.7595150038986236
natural_gas_turbine,power,IE,5,2.000815005161143
natural_gas_turbine,power,IE,6,1.684565006702621
natural_gas_turbine,power,IE,7,0.9214000086268749
natural_gas_turbine,power,IE,8,0.9090000111053013
natural_gas_turbine,power,IE,9,0.46400001445238126
natural_gas_turbine,power,IE,10,0.46400001933593893
natural_gas_turbine,power,IE,11,2.765431675070918e-08
natural_gas_turbine,power,IE,12,3.819498240853576e-08
natural_gas_turbine,power,IE,13,5.455326954695328e-08
natural_gas_turbine,power,IE,14,1.0660272917660792e-07
natural_gas_turbine,power,IT,0,34.583813000569194
natural_gas_turbine,power,IT,1,34.22524500122926
natural_gas_turbine,power,IT,2,29.062745002000725
natural_gas_turbine,power,IT,3,26.99014500291082
natural_gas_turbine,power,IT,4,25.659945003996597
natural_gas_turbine,power,IT,5,21.505945005309137
natural_gas_turbine,power,IT,6,14.595450006926153
natural_gas_turbine,power,IT,7,8.390400008970069
natural_gas_turbine,power,IT,8,4.157700011651711
natural_gas_turbine,power,IT,9,0.9153000153832259
natural_gas_turbine,power,IT,10,2.1140475788165764e-08
natural_gas_turbine,power,IT,11,2.8249205289968474e-08
natural_gas_turbine,power,IT,12,3.7957336336422576e-08
natural_gas_turbine,power,IT,13,5.396141271870644e-08
natural_gas_turbine,power,IT,14,1.0563310541905319e-07
natural_gas_turbine,power,LT,0,0.10360000058686868
natural_gas_turbine,power,LT,1,0.10360000127083581
natural_gas_turbine,power,LT,2,0.10360000207505254
natural_gas_turbine,power,LT,3,0.1036000030310256
natural_gas_turbine,power,LT,4,0.10360000418271775
natural_gas_turbine,power,LT,5,0.1036000055927859
natural_gas_turbine,power,LT,6,0.0826000073603682
natural_gas_turbine,power,LT,7,0.08200000965093185
natural_gas_turbine,power,LT,8,0.04700001277377311
natural_gas_turbine,power,LT,9,1.7418597894773795e-08
natural_gas_turbine,power,LT,10,2.2854310985220053e-08
natural_gas_turbine,power,LT,11,2.971057020050135e-08
natural_gas_turbine,power,LT,12,3.9208541693736157e-08
natural_gas_turbine,power,LT,13,5.504555872270865e-08
natural_gas_turbine,power,LT,14,1.0639280549423508e-07
natural_gas_turbine,power,LU,0,0.37640000081936975
natural_gas_turbine,power,LU,1,0.37640000184090483
natural_gas_turbine,power,LU,2,0.3764000031556213
natural_gas_turbine,power,LU,3,0.37640000493003245
natural_gas_turbine,power,LU,4,0.37640000751901703
natural_gas_turbine,power,LU,5,1.1906536590704286e-08
natural_gas_turbine,power,LU,6,1.6800868147495472e-08
natural_gas_turbine,power,LU,7,2.201943906039576e-08
natural_gas_turbine,power,LU,8,2.8125473367190027e-08
natural_gas_turbine,power,LU,9,3.423721223116411e-08
natural_gas_turbine,power,LU,10,4.1780337214085704e-08
natural_gas_turbine,power,LU,11,5.391278045302675e-08
natural_gas_turbine,power,LU,12,6.706616212211807e-08
natural_gas_turbine,power,LU,13,8.191288146261293e-08
natural_gas_turbine,power,LU,14,1.300332358795147e-07
natural_gas_turbine,power,LV,0,0.051924450609847704
natural_gas_turbine,power,LV,1,0.05192445132525849
natural_gas_turbine,power,LV,2,0.05176770217346299
natural_gas_turbine,power,LV,3,0.05176770319227033
natural_gas_turbine,power,LV,4,0.05176770443632249
natural_gas_turbine,power,LV,5,0.05176770598733025
natural_gas_turbine,power,LV,6,0.05176770798212049
natural_gas_turbine,power,LV,7,0.0037677106692774573
natural_gas_turbine,power,LV,8,1.4575670106659102e-08
natural_gas_turbine,power,LV,9,1.897758178680641e-08
natural_gas_turbine,power,LV,10,2.4233698611557206e-08
natural_gas_turbine,power,LV,11,3.093655803548388e-08
natural_gas_turbine,power,LV,12,4.030460494145743e-08
natural_gas_turbine,power,LV,13,5.603825447491926e-08
natural_gas_turbine,power,LV,14,1.07246727612142e-07
natural_gas_turbine,power,NL,0,13.194000000569662
natural_gas_turbine,power,NL,1,12.176000001230507
natural_gas_turbine,power,NL,2,10.084000002002956
natural_gas_turbine,power,NL,3,9.245000002914368
natural_gas_turbine,power,NL,4,9.245000004001986
natural_gas_turbine,power,NL,5,9.123000005317184
natural_gas_turbine,power,NL,6,8.043000006938197
natural_gas_turbine,power,NL,7,8.037000008988494
natural_gas_turbine,power,NL,8,7.1070000116810865
natural_gas_turbine,power,NL,9,5.25700001543374
natural_gas_turbine,power,NL,10,2.1241141181430487e-08
natural_gas_turbine,power,NL,11,2.841271343742223e-08
natural_gas_turbine,power,NL,12,3.820865546180973e-08
natural_gas_turbine,power,NL,13,5.422037102757883e-08
natural_gas_turbine,power,NL,14,1.0593463862014032e-07
natural_gas_turbine,power,NO,0,0.6900000005873828
natural_gas_turbine,power,NO,1,0.6900000012720598
natural_gas_turbine,power,NO,2,0.6900000020772477
natural_gas_turbine,power,NO,3,0.690000003034571
natural_gas_turbine,power,NO,4,0.6900000041881984
natural_gas_turbine,power,NO,5,0.6900000056011535
natural_gas_turbine,power,NO,6,0.6900000073732743
natural_gas_turbine,power,NO,7,0.2700000096714544
natural_gas_turbine,power,NO,8,0.27000001280844
natural_gas_turbine,power,NO,9,1.7484381981077213e-08
natural_gas_turbine,power,NO,10,2.2943182461790942e-08
natural_gas_turbine,power,NO,11,2.982206094198045e-08
natural_gas_turbine,power,NO,12,3.933930850331509e-08
natural_gas_turbine,power,NO,13,5.519140789703288e-08
natural_gas_turbine,power,NO,14,1.0659655206289028e-07
natural_gas_turbine,power,PL,0,1.7704500005429789
natural_gas_turbine,power,PL,1,1.756146001168076
natural_gas_turbine,power,PL,2,1.756146001892109
natural_gas_turbine,power,PL,3,1.7561460027368594
natural_gas_turbine,power,PL,4,1.6008460037308663
natural_gas_turbine,power,PL,5,1.2891835049115958
natural_gas_turbine,power,PL,6,1.0978300063330708
natural_gas_turbine,power,PL,7,1.009850008074238
natural_gas_turbine,power,PL,8,1.0098500102577552
natural_gas_turbine,power,PL,9,1.0098500130902095
natural_gas_turbine,power,PL,10,1.0098500169552116
natural_gas_turbine,power,PL,11,1.009850022716826
natural_gas_turbine,power,PL,12,3.305480122789645e-08
natural_gas_turbine,power,PL,13,4.959946489553496e-08
natural_gas_turbine,power,PL,14,1.021731473927752e-07
natural_gas_turbine,power,PT,0,4.298863000571635
natural_gas_turbine,power,PT,1,4.298863001235036
natural_gas_turbine,power,PT,2,4.294983002010969
natural_gas_turbine,power,PT,3,3.294783002927231
natural_gas_turbine,power,PT,4,3.215213004020528
natural_gas_turbine,power,PT,5,3.151083005342415
natural_gas_turbine,power,PT,6,1.9026630069713744
natural_gas_turbine,power,PT,7,1.892860009034404
natural_gas_turbine,power,PT,8,0.9463000117490065
natural_gas_turbine,power,PT,9,0.08200001554459128
natural_gas_turbine,power,PT,10,2.145620574838163e-08
natural_gas_turbine,power,PT,11,2.8728665177050232e-08
natural_gas_turbine,power,PT,12,3.855283768664629e-08
natural_gas_turbine,power,PT,13,5.460828663601877e-08
natural_gas_turbine,power,PT,14,1.0639574420516629e-07
natural_gas_turbine,power,RO,0,1.1872000005703578
natural_gas_turbine,power,RO,1,1.1872000012320112
natural_gas_turbine,power,RO,2,1.1872000020055364
natural_gas_turbine,power,RO,3,1.1872000029184286
natural_gas_turbine,power,RO,4,1.1872000040081412
natural_gas_turbine,power,RO,5,1.1872000053263858
natural_gas_turbine,power,RO,6,1.1872000069520028
natural_gas_turbine,power,RO,7,1.1862000090056948
natural_gas_turbine,power,RO,8,1.173000011697895
natural_gas_turbine,power,RO,9,0.9030000154496888
natural_gas_turbine,power,RO,10,0.04300002125370533
natural_gas_turbine,power,RO,11,0.04300003098486139
natural_gas_turbine,power,RO,12,0.0430000439725827
natural_gas_turbine,power,RO,13,0.04300005654021932
natural_gas_turbine,power,RO,14,1.1347199093331977e-07
natural_gas_turbine,power,SE,0,0.7080000006107753
natural_gas_turbine,power,SE,1,0.7080000013274251
natural_gas_turbine,power,SE,2,0.708000002177173
natural_gas_turbine,power,SE,3,0.7080000031981091
natural_gas_turbine,power,SE,4,0.708000004445339
natural_gas_turbine,power,SE,5,0.708000006001256
natural_gas_turbine,power,SE,6,0.7080000080040727
natural_gas_turbine,power,SE,7,0.4480000107054806
natural_gas_turbine,power,SE,8,1.4643789287113152e-08
natural_gas_turbine,power,SE,9,1.9070920063610226e-08
natural_gas_turbine,power,SE,10,2.4352022866000175e-08
natural_gas_turbine,power,SE,11,3.108364649140612e-08
natural_gas_turbine,power,SE,12,4.046886192896622e-08
natural_gas_turbine,power,SE,13,5.621472799836157e-08
natural_gas_turbine,power,SE,14,1.074550794751706e-07
natural_gas_turbine,power,SI,0,3.2399056271616315e-09
natural_gas_turbine,power,SI,1,5.441124516403793e-09
natural_gas_turbine,power,SI,2,7.247488570594899e-09
natural_gas_turbine,power,SI,3,9.059526651198598e-09
natural_gas_turbine,power,SI,4,1.100288422407654e-08
natural_gas_turbine,power,SI,5,1.3130074336568589e-08
natural_gas_turbine,power,SI,6,1.5509913007001985e-08
natural_gas_turbine,power,SI,7,1.823751750944968e-08
natural_gas_turbine,power,SI,8,2.144534709989705e-08
natural_gas_turbine,power,SI,9,2.532152820135054e-08
natural_gas_turbine,power,SI,10,3.0158307871912224e-08
natural_gas_turbine,power,SI,11,3.649558098045123e-08
natural_gas_turbine,power,SI,12,4.5534522295829126e-08
natural_gas_turbine,power,SI,13,6.087837647676664e-08
natural_gas_turbine,power,SI,14,1.1128377964124738e-07
natural_gas_turbine,power,SK,0,0.3189870006050866
natural_gas_turbine,power,SK,1,0.31883700131377124
natural_gas_turbine,power,SK,2,0.3177320021521708
natural_gas_turbine,power,SK,3,0.09737000315651777
natural_gas_turbine,power,SK,4,0.09732800437953669
natural_gas_turbine,power,SK,5,0.09244800589751205
natural_gas_turbine,power,SK,6,0.09021000783698611
natural_gas_turbine,power,SK,7,0.09016601042281118
natural_gas_turbine,power,SK,8,0.0074000141157312144
natural_gas_turbine,power,SK,9,2.011072501147269e-08
natural_gas_turbine,power,SK,10,2.6839143159811316e-08
natural_gas_turbine,power,SK,11,3.5739383755788864e-08
natural_gas_turbine,power,SK,12,4.6941232259648564e-08
natural_gas_turbine,power,SK,13,6.257533612695547e-08
natural_gas_turbine,power,SK,14,1.1368560525044554e-07
natural_gas_turbine,power,UK,0,30.93242900052761
natural_gas_turbine,power,UK,1,27.759589001132447
natural_gas_turbine,power,UK,2,24.34658900182951
natural_gas_turbine,power,UK,3,18.199020002637827
natural_gas_turbine,power,UK,4,15.134470003581779
natural_gas_turbine,power,UK,5,13.745900004692558
natural_gas_turbine,power,UK,6,11.039900006013895
natural_gas_turbine,power,UK,7,10.919900007607199
natural_gas_turbine,power,UK,8,9.977900009563138
natural_gas_turbine,power,UK,9,5.792800012024251
natural_gas_turbine,power,UK,10,1.221550015229577
natural_gas_turbine,power,UK,11,1.22155001963907
natural_gas_turbine,power,UK,12,0.33355002631068487
natural_gas_turbine,power,UK,13,0.008550038740261936
natural_gas_turbine,power,UK,14,9.396741818783016e-08
natural_gas_turbine_CCS,power,AT,0,1.6914548125872643e-09
natural_gas_turbine_CCS,power,AT,1,2.877011111191037e-09
natural_gas_turbine_CCS,power,AT,2,3.97316860333763e-09
natural_gas_turbine_CCS,power,AT,3,5.2124815809773e-09
natural_gas_turbine_CCS,power,AT,4,6.809493013114806e-09
natural_gas_turbine_CCS,power,AT,5,8.97320792866004e-09
natural_gas_turbine_CCS,power,AT,6,1.2387902670915334e-08
natural_gas_turbine_CCS,power,AT,7,1.8271268929488446e-08
natural_gas_turbine_CCS,power,AT,8,2.7489611377601122e-08
natural_gas_turbine_CCS,power,AT,9,3.898482849132353e-08
natural_gas_turbine_CCS,power,AT,10,5.532407727221529e-08
natural_gas_turbine_CCS,power,AT,11,7.867564275110814e-08
natural_gas_turbine_CCS,power,AT,12,1.0956670218405619e-07
natural_gas_turbine_CCS,power,AT,13,1.4288433778395846e-07
natural_gas_turbine_CCS,power,AT,14,1.6971328620045793e-07
natural_gas_turbine_CCS,power,BE,0,1.9697256582920123e-09
natural_gas_turbine_CCS,power,BE,1,3.547246084265947e-09
natural_gas_turbine_CCS,power,BE,2,5.241553363935385e-09
natural_gas_turbine_CCS,power,BE,3,7.88892860849342e-09
natural_gas_turbine_CCS,power,BE,4,1.844750570896142e-08
natural_gas_turbine_CCS,power,BE,5,2.140042186953761e-08
natural_gas_turbine_CCS,power,BE,6,3.1672122392796613e-08
natural_gas_turbine_CCS,power,BE,7,7.895666650481645e-08
natural_gas_turbine_CCS,power,BE,8,1.7591442256924867e-07
natural_gas_turbine_CCS,power,BE,9,2.0963686141081179e-07
natural_gas_turbine_CCS,power,BE,10,2.422293430098242e-07
natural_gas_turbine_CCS,power,BE,11,3.029353620310304e-07
natural_gas_turbine_CCS,power,BE,12,3.9086779940492073e-07
natural_gas_turbine_CCS,power,BE,13,4.5728430504815915e-07
natural_gas_turbine_CCS,power,BE,14,4.866648419181677e-07
natural_gas_turbine_CCS,power,BG,0,1.9328822074774873e-09
natural_gas_turbine_CCS,power,BG,1,3.4981709166680533e-09
natural_gas_turbine_CCS,power,BG,2,5.189030512830776e-09
natural_gas_turbine_CCS,power,BG,3,7.838206684300835e-09
natural_gas_turbine_CCS,power,BG,4,1.1619830484256981e-08
natural_gas_turbine_CCS,power,BG,5,1.6553388156148546e-08
natural_gas_turbine_CCS,power,BG,6,2.7566552117010474e-07
natural_gas_turbine_CCS,power,BG,7,1.7324570102962638e-06
natural_gas_turbine_CCS,power,BG,8,1.9174883578046227e-06
natural_gas_turbine_CCS,power,BG,9,1.9435196051983188e-06
natural_gas_turbine_CCS,power,BG,10,1.978762598069607e-06
natural_gas_turbine_CCS,power,BG,11,2.012225163067121e-06
natural_gas_turbine_CCS,power,BG,12,2.109421361610729e-06
natural_gas_turbine_CCS,power,BG,13,1.461641823408565
natural_gas_turbine_CCS,power,BG,14,1.4616419431737542
natural_gas_turbine_CCS,power,CH,0,1.707067405643212e-09
natural_gas_turbine_CCS,power,CH,1,2.9077291956104792e-09
natural_gas_turbine_CCS,power,CH,2,4.030363314018992e-09
natural_gas_turbine_CCS,power,CH,3,5.319716990021057e-09
natural_gas_turbine_CCS,power,CH,4,7.02343857652176e-09
natural_gas_turbine_CCS,power,CH,5,9.45231878168638e-09
natural_gas_turbine_CCS,power,CH,6,1.3838071203904598e-08
natural_gas_turbine_CCS,power,CH,7,2.4253875603468785e-08
natural_gas_turbine_CCS,power,CH,8,6.598926095457684e-08
natural_gas_turbine_CCS,power,CH,9,8.719122909371191e-08
natural_gas_turbine_CCS,power,CH,10,1.0856628122327067e-07
natural_gas_turbine_CCS,power,CH,11,1.4173124145310523e-07
natural_gas_turbine_CCS,power,CH,12,1.8528864950995032e-07
natural_gas_turbine_CCS,power,CH,13,2.2474132172692917e-07
natural_gas_turbine_CCS,power,CH,14,2.51923253936368e-07
natural_gas_turbine_CCS,power,CZ,0,1.67167766465514e-09
natural_gas_turbine_CCS,power,CZ,1,2.8222024311795913e-09
natural_gas_turbine_CCS,power,CZ,2,3.86680911135116e-09
natural_gas_turbine_CCS,power,CZ,3,5.018016957898896e-09
natural_gas_turbine_CCS,power,CZ,4,6.4398969583455504e-09
natural_gas_turbine_CCS,power,CZ,5,8.228225072056254e-09
natural_gas_turbine_CCS,power,CZ,6,1.063899849856038e-08
natural_gas_turbine_CCS,power,CZ,7,1.3759458314734006e-08
natural_gas_turbine_CCS,power,CZ,8,1.7147784875584148e-08
natural_gas_turbine_CCS,power,CZ,9,2.060024921243347e-08
natural_gas_turbine_CCS,power,CZ,10,2.4469218121414155e-08
natural_gas_turbine_CCS,power,CZ,11,2.9329267460673496e-08
natural_gas_turbine_CCS,power,CZ,12,3.54417026214783e-08
natural_gas_turbine_CCS,power,CZ,13,4.405383111402936e-08
natural_gas_turbine_CCS,power,CZ,14,6.879069639777405e-08
natural_gas_turbine_CCS,power,DE,0,1.5520705260189066e-09
natural_gas_turbine_CCS,power,DE,1,2.5744202130781134e-09
natural_gas_turbine_CCS,power,DE,2,3.4593794895922158e-09
natural_gas_turbine_CCS,power,DE,3,4.383360704599835e-09
natural_gas_turbine_CCS,power,DE,4,5.4223127631206505e-09
natural_gas_turbine_CCS,power,DE,5,6.591336960738773e-09
natural_gas_turbine_CCS,power,DE,6,7.939107917031543e-09
natural_gas_turbine_CCS,power,DE,7,9.56780724741063e-09
natural_gas_turbine_CCS,power,DE,8,1.1634245852032877e-08
natural_gas_turbine_CCS,power,DE,9,1.4471128616565348e-08
natural_gas_turbine_CCS,power,DE,10,1.890313296714605e-08
natural_gas_turbine_CCS,power,DE,11,2.8293654787970164e-08
natural_gas_turbine_CCS,power,DE,12,4.255556297942904e-08
natural_gas_turbine_CCS,power,DE,13,6.484849404557785e-08
natural_gas_turbine_CCS,power,DE,14,8.884699643417596e-08
natural_gas_turbine_CCS,power,DK,0,1.3729306387860958e-09
natural_gas_turbine_CCS,power,DK,1,2.2784132405507416e-09
natural_gas_turbine_CCS,power,DK,2,3.086543387884976e-09
natural_gas_turbine_CCS,power,DK,3,3.911632041064928e-09
natural_gas_turbine_CCS,power,DK,4,4.797911663706138e-09
natural_gas_turbine_CCS,power,DK,5,5.771549821789292e-09
natural_gas_turbine_CCS,power,DK,6,6.865515382974495e-09
natural_gas_turbine_CCS,power,DK,7,8.124716415074831e-09
natural_gas_turbine_CCS,power,DK,8,9.604942393038419e-09
natural_gas_turbine_CCS,power,DK,9,1.1393566386998924e-08
natural_gas_turbine_CCS,power,DK,10,1.3617202688266889e-08
natural_gas_turbine_CCS,power,DK,11,1.6529601374676254e-08
natural_gas_turbine_CCS,power,DK,12,2.0689882271537598e-08
natural_gas_turbine_CCS,power,DK,13,2.7818056985228893e-08
natural_gas_turbine_CCS,power,DK,14,5.166915331664427e-08
